Review_ID,Text,Dominant_Topic,Top_Keywords
666,suck almost made broke headset,10,"unfortunatley, whovian, toy, weari, public, ride, took, began, soundself, absolut"
667,access mandarin,6,"lightn, impress, exactli, channel, romp, problem, underwhelm, ss, commun, twilight"
668,work glitch seem particular time happen game get glitch exit magic cure yet sorri issu tri figur happen sometim,4,"moreil, nois, function, emul, she, promot, temp, grafic, gori, unclimb"
669,spent minut tri figur get power work would nice way rotat use touchpad jump new posit rather slide touchpad locomot grab item bit difficult need smoother open drawer flashlight locomot put desk flashlight lost couldnt find went use give button lock went black screen pc read moreand lock requir power reset get oper,14,"return, stone, sooth, boggl, explor, translat, gag, suspens, three, bond"
670,bug happen cant grab sometim floor clue walktrought know stuck,6,"lightn, impress, exactli, channel, romp, problem, underwhelm, ss, commun, twilight"
671,panzer panic focus fun aspect virtual realiti mix well immers featur ingam nice balanc handygam outdon id love see mode make way futur well addit arena right got ton content price cours your look singl player experi panzer panic also go dive singl player version read moreth offer immers fun combat made popular multiplay mode yet anoth reason enjoy belong vive collect,32,"batman, acer, stegosauru, moreour, paid, period, bold, gave, two, terrif"
672,fail among mani bug absolut document suppos sit your suppos use headset move tank around valv index control dont seem thing want turn around turn whole head around chair twist neck around drive tank may set fix cant find ive done enough poke around tri find fix kindread morea want like unplay,21,"spanish, blood, programm, dark, signifi, inifin, moment, uniti, child, time"
673,monster realiti could releas stress shoot mani monster want play friend,12,"wwii, bland, audica, pirat, introductori, fan, wonder, oper, dare, viewer"
674,good cost perform think enjoy pretti much price ive also play call throw anyth compani seem focus vr game,35,"moref, minigolf, tweak, pitfal, winki, builder, absurd, right, bounc, level"
675,smash monster use gun knife simpl also easi fun difficult clear mani monster appear instantli must stronger weapon need balanc,16,"tradit, neutral, slurpi, women, trash, sfx, way, nail, creation, surfac"
676,like classic wave would fun play vr arcad room howev surpris see object fli front,44,"disappoint, trend, asset, keeper, tini, twitch, frighten, under, swap, mysteri"
677,wasnt easi play certainli seem immers stun gun strong fun weapon varieti monster fun,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
678,water repair broken base defeat monster break deepsea base elimin everexpand monster gun knive shield reclaim base occupi monster see variou weapon monster monster cruel grosslook appear anyon like monster like surpris littl scare play peopl vulner need care feel hit monster goodread monster differ weapon easi deal research need break stage especi squid like cthulhu conveni use shield deal octopu,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
679,good short time shoot without stress,42,"straightforward, numer, slingshot, voiceact, distant, puke, highest, resid, manufactur, challang"
680,mediocr shoot galleri shoot enemi get hit offer littl sens feedback despit gtx ran littl poorli forc downsampl resolut get stabl frame rate effect gun environ obscur view much hard tell enemi areif theyr dead yet terribl cant imagin anyon would sink load time one consid mread moreani better shoot galleri find viveport infin,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
681,bore wave shooter enemi run straight discern strategi involv hammer shot button got bore first level,44,"disappoint, trend, asset, keeper, tini, twitch, frighten, under, swap, mysteri"
682,quickli becam everyth attack time fire everywher kind without strategi didnt see much strategi except shoot everyth best gun time would love see stori line cut scene idea shoot everyth came updat wish peopl review game wonder star harsh review,42,"straightforward, numer, slingshot, voiceact, distant, puke, highest, resid, manufactur, challang"
683,fun spellcast intuit design amaz color scheme charact select highli recommend couldnt find multiplay though would nice seecreat lobbi tell anyon onlin doubl cast isnt thing unless creat charg seperatli hand send fli shield seem long cast there abil quickli react unless need practic speed,29,"hide, curs, detail, consum, yknow, burn, frequent, kid, abruptli, il"
684,far tri train casual match far cast spell intuit amd color vibrant realli like compani continu provid updat open feedback across social media page gripe find match hope download play find match wouldnt issu,29,"hide, curs, detail, consum, yknow, burn, frequent, kid, abruptli, il"
685,im feel like real wizard total recomend person dont experi troubl magic castingit take minut get hang although earli access huge potenti imho also like art style,26,"fairli, goofi, ich, knive, comput, ther, kitchen, placement, instal, vocal"
686,enjoy cast spell much,12,"wwii, bland, audica, pirat, introductori, fan, wonder, oper, dare, viewer"
687,watch video play rift enjoy video graphic sharp colour particl physic spell nice charter design pretti punk funki amaz everyon cool look smiley face audio laud well design spell use gameplay learn differ spell cast draw rune seem rememb better chanc win say couldnt get onread morelin match versu bot isnt bad still alot fun feel play real person human alien would made much fun alot spell cast mensa memori come handi would recommend sale infinit ye would type edit onlin issu viveport infinit version dev hot fix,32,"batman, acer, stegosauru, moreour, paid, period, bold, gave, two, terrif"
688,seem like would good fun detect spell written time seem expect perfect draw spell symbol predict system room slightli rough draw edit sinc updat develop releas updat make spell recognit lot better longer issu,20,"powerbeat, firstperson, watch, nope, satur, memor, invit, choos, puzzler, wonderful"
689,pretti fun spell bit finicki cant find peopl play otherwis feel vibe good,15,"unsatisfi, downward, lefti, skill, pov, increment, tribut, alien, cheap, vs"
690,hard system read spell draw perfectli still get anoth spell entir clue see good potenti guy refin though doge spell alot fun also know earli access multiplay see train versu ai bot,44,"disappoint, trend, asset, keeper, tini, twitch, frighten, under, swap, mysteri"
691,promis idea ask touch mask noth happen im play quest virtual desktop link cabl didnt work perhap control compat thing,49,"upon, sin, invis, underwelm, concern, eras, withread, trueli, rebirth, dosnt"
692,work mix realiti,4,"moreil, nois, function, emul, she, promot, temp, grafic, gori, unclimb"
693,setup control bind vive pro index control even spell diagram recogn train must expect diagram exact,38,"vrigad, inclin, path, splash, pair, microsoft, aud, incomplet, starway, vrexperi"
694,great visual mechan guy first problem place pistol found posit option set,38,"vrigad, inclin, path, splash, pair, microsoft, aud, incomplet, starway, vrexperi"
695,weapon master absolul uniqu mechan great stuff wait full version,43,"von, five, accident, week, natur, industri, musicrhythm, russian, extrem, viveport"
696,anoth beat saber clone albeit averag one,16,"tradit, neutral, slurpi, women, trash, sfx, way, nail, creation, surfac"
697,work anymor,43,"von, five, accident, week, natur, industri, musicrhythm, russian, extrem, viveport"
698,abl experi content besid sort lobbi,17,"moreon, unrealist, turret, smoke, stream, suffer, underr, blah, encourag, ago"
699,cant play dont know good,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
700,download demo minut say demo avail,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
701,uh say cant stop think awesom free vr lost sleep pleas help im trap endless cycl miseri continu spiral endless abyss im go buy icecream reward,2,"monster, perman, artsi, cursor, stair, tre, approv, flight, endur, mashup"
702,amaz great free vr help peopl learn virtual realiti realli fascin way interpret vr one best vr game best free vr game,26,"fairli, goofi, ich, knive, comput, ther, kitchen, placement, instal, vocal"
703,one best,20,"powerbeat, firstperson, watch, nope, satur, memor, invit, choos, puzzler, wonderful"
704,remind tron trap insid video super fun even though blew,6,"lightn, impress, exactli, channel, romp, problem, underwhelm, ss, commun, twilight"
705,feat utilitarian level design great quick play well done,46,"ingam, complaint, avoid, proport, sprite, distant, ma, respons, count, shown"
706,climbey climb,21,"spanish, blood, programm, dark, signifi, inifin, moment, uniti, child, time"
707,free good let issu post complet beat clock end walk physic forward hit main menu button cant teleport time reach play area fortun tabl wall one time fail basic crash actual though noth prais basic obstacl cours vr funki graphic read morecool electro version sweet dream play take sadli one cours time base difficulti would neg wasnt freebi quit glad download screenshot blurb dont justic hope creator kind thing futur,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
